,,Lo:LFHD,,,Lo:RFHD,,,Lo:LBHD,,,Lo:RBHD,,,Lo:C7,,,Lo:T10,,,Lo:CLAV,,,Lo:STRN,,,Lo:RBAK,,,Lo:LSHO,,,Lo:LUPA,,,Lo:LELB,,,Lo:LFRM,,,Lo:LWRA,,,Lo:LWRB,,,Lo:LFIN,,,Lo:RSHO,,,Lo:RUPA,,,Lo:RELB,,,Lo:RFRM,,,Lo:RWRA,,,Lo:RWRB,,,Lo:RFIN,,,Lo:LASI,,,Lo:RASI,,,Lo:LPSI,,,Lo:RPSI,,,Lo:LTHI,,,Lo:LKNE,,,Lo:LTIB,,,Lo:LANK,,,Lo:LHEE,,,Lo:LTOE,,,Lo:RTHI,,,Lo:RKNE,,,Lo:RTIB,,,Lo:RANK,,,Lo:RHEE,,,Lo:RTOE,,,Lo:R_Thumb,,,Lo:R_MidFinger,,,Lo:L_Thumb,,,Lo:L_MidFinger,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1888,0,22.9617,440.689,1787.41,-84.1628,461.832,1770.51,51.4855,612.001,1749.09,-34.6043,640.74,1736.79,-7.10288,494.045,1483.69,-15.0725,473.304,1312.43,-17.5293,621.988,1548.44,-15.3182,674.034,1301.75,,,,133.188,600.105,1529.07,264.222,575.518,1434.61,385.836,465.556,1394.03,,,,299.327,212.987,1402.68,369.665,206.502,1405.31,333.932,145.845,1432.31,-177.134,562.746,1524.01,-301.514,487.104,1312.48,-341.697,423.4,1250.68,,,,-280.939,180.173,1273.37,-291.188,175.642,1203.68,-297.01,113.194,1235.98,113.57,455.915,1023.92,-127.304,455.994,1034.38,73.8322,641.312,1052.83,-99.6876,645.896,1056.1,139.615,526.605,603.601,129.558,595.916,496.684,131.649,579.235,327.149,109.966,599.307,105.646,60.7664,648.789,73.858,105.002,462.966,67.7329,-200.501,545.83,740.93,-183.477,579.441,528.56,-204.935,575.261,388.459,-188.723,584.564,113.944,-143.144,630.863,78.4264,-180.757,448.827,72.3794,-206.803,105.166,1297.13,-248.609,17.4798,1242.52,273.534,96.7862,1371.35,324.765,43.8922,1418.91
1889,0,22.9411,440.721,1787.42,-84.2016,461.852,1770.48,51.4479,612.005,1749.11,-34.6283,640.746,1736.78,-7.06179,494.051,1483.7,-15.0454,473.289,1312.41,-17.5242,621.975,1548.45,-15.3151,674.023,1301.75,-96.9193,680.825,1370.32,133.198,600.104,1529.09,264.247,575.527,1434.62,385.869,465.587,1394.05,,,,299.388,212.999,1402.71,369.772,206.529,1405.34,334.005,145.888,1432.33,-177.136,562.71,1523.99,-301.484,487.034,1312.46,-341.638,423.29,1250.65,,,,-280.855,180.076,1273.36,-291.079,175.546,1203.68,-296.882,113.095,1235.96,113.56,455.897,1023.89,-127.308,455.985,1034.35,73.8438,641.291,1052.83,-99.6585,645.858,1056.09,139.62,526.558,603.603,129.566,595.914,496.675,131.687,579.243,327.117,109.97,599.291,105.634,60.7737,648.776,73.8312,105.011,462.943,67.7248,-200.49,545.86,740.927,-183.469,579.44,528.536,-204.944,575.11,388.333,-188.739,584.538,113.936,-143.159,630.839,78.4217,-180.741,448.823,72.3749,-206.751,105.19,1297.03,-248.441,17.4111,1242.52,273.647,96.7531,1371.37,324.759,43.815,1418.93
1890,0,22.879,440.737,1787.42,-84.2023,461.847,1770.46,51.4278,612.016,1749.11,-34.6605,640.75,1736.77,-7.08179,494.019,1483.7,-15.0261,473.219,1312.4,-17.5234,621.949,1548.43,-15.3058,674.007,1301.76,-97.4429,682.02,1370.85,133.199,600.078,1529.08,264.247,575.529,1434.62,385.899,465.611,1394.06,,,,299.457,212.997,1402.7,369.837,206.543,1405.37,334.071,145.898,1432.35,-177.137,562.67,1523.95,-301.432,486.931,1312.41,-341.602,423.175,1250.6,,,,-280.781,179.97,1273.34,-290.967,175.46,1203.71,-296.77,113.033,1235.96,113.538,455.871,1023.87,-127.317,455.974,1034.31,73.8562,641.268,1052.83,-99.6678,645.856,1056.08,139.604,526.545,603.542,129.555,595.879,496.652,131.585,579.167,326.939,109.975,599.267,105.608,60.7523,648.758,73.8219,104.984,462.924,67.7051,-200.511,545.832,740.879,-183.461,579.436,528.49,-204.876,574.948,388,-188.755,584.517,113.908,-143.142,630.806,78.3758,-180.745,448.83,72.388,-206.591,105.052,1297.13,-248.309,17.32,1242.5,273.809,96.7589,1371.32,324.824,43.8535,1418.93
1891,0,22.8598,440.747,1787.45,-84.2419,461.848,1770.48,51.3655,612.059,1749.12,-34.6697,640.76,1736.74,-7.03672,494.008,1483.74,-15.0137,473.178,1312.46,-17.5413,621.946,1548.43,-15.298,674.009,1301.75,-97.4393,682.017,1370.86,133.194,600.11,1529.1,264.257,575.579,1434.63,385.913,465.652,1394.11,,,,299.555,213.045,1402.77,369.932,206.592,1405.42,334.153,145.956,1432.41,-177.136,562.633,1523.96,-301.391,486.892,1312.43,-341.518,423.113,1250.6,,,,-280.657,179.906,1273.36,-290.809,175.388,1203.74,-296.904,112.691,1236.38,113.535,455.865,1023.89,-127.3,455.999,1034.35,73.8661,641.287,1052.84,-99.6504,645.882,1056.09,139.634,526.549,603.553,129.568,595.889,496.677,131.614,579.134,327.017,109.955,599.277,105.631,60.7649,648.766,73.846,104.969,462.92,67.7318,-200.482,545.869,740.925,-183.458,579.477,528.526,-204.955,575.273,388.372,-188.743,584.539,113.936,-143.007,630.844,78.2989,-180.743,448.85,72.3741,-206.464,104.988,1297.19,-248.171,17.2295,1242.58,273.903,96.7815,1371.4,324.96,43.8977,1418.99
1892,0,22.8566,440.792,1787.48,-84.258,461.867,1770.47,51.3705,612.031,1749.1,-34.6827,640.766,1736.74,-7.01446,494.009,1483.75,-14.957,473.098,1312.48,-17.5196,621.925,1548.42,-15.2743,673.945,1301.71,-97.4236,681.95,1370.86,133.205,600.106,1529.1,264.279,575.591,1434.64,385.971,465.696,1394.15,,,,299.636,213.064,1402.81,370.053,206.651,1405.47,334.257,145.99,1432.46,-177.12,562.599,1523.95,-301.343,486.809,1312.43,-341.476,423.013,1250.58,,,,-280.568,179.848,1273.37,-290.711,175.295,1203.77,-296.818,112.633,1236.42,113.541,455.866,1023.88,-127.3,456.007,1034.35,73.8873,641.265,1052.81,-99.6383,645.892,1056.12,139.673,526.534,603.564,129.57,595.884,496.653,131.688,579.247,327.123,109.977,599.279,105.621,60.7662,648.783,73.8504,105.011,462.932,67.7272,-200.505,545.894,740.927,-183.453,579.485,528.529,-204.903,575.004,388.043,-188.769,584.516,113.953,-143.125,630.828,78.3828,-180.73,448.84,72.3747,-206.315,104.911,1297.21,-248.032,17.1704,1242.63,273.982,96.7268,1371.44,325.101,43.915,1419.02
1893,0,22.7895,440.798,1787.48,-84.2779,461.882,1770.45,51.3611,612.07,1749.12,-34.7038,640.782,1736.73,-6.99854,493.997,1483.73,-14.9727,473.101,1312.46,-17.5776,621.932,1548.45,-15.2564,673.938,1301.74,-97.4326,681.94,1370.88,133.199,600.11,1529.12,264.265,575.632,1434.69,385.998,465.74,1394.19,,,,299.737,213.058,1402.83,370.137,206.682,1405.52,334.355,146.014,1432.49,-177.126,562.566,1523.94,-301.319,486.717,1312.38,-341.398,422.916,1250.55,,,,-280.494,179.767,1273.4,-290.65,175.224,1203.81,-296.721,112.545,1236.44,113.516,455.858,1023.86,-127.338,455.998,1034.33,73.8887,641.256,1052.82,-99.6272,645.902,1056.12,139.637,526.535,603.553,129.562,595.869,496.656,131.588,579.169,326.988,109.971,599.27,105.622,60.7795,648.759,73.8491,104.993,462.927,67.7201,-200.508,545.9,740.921,-183.462,579.495,528.516,-204.967,575.18,388.237,-188.771,584.527,113.964,-143.16,630.845,78.4337,-180.754,448.857,72.3744,-206.204,104.856,1297.24,-247.889,17.1565,1242.6,274.208,96.5891,1371.47,325.233,43.9099,1419.08
1894,0,22.7735,440.795,1787.52,-84.3136,461.879,1770.49,51.334,612.082,1749.13,-34.7218,640.799,1736.72,-6.97073,493.98,1483.77,-14.9457,473.067,1312.5,-17.5622,621.91,1548.45,-15.2806,673.931,1301.74,-97.4482,681.894,1370.86,133.189,600.131,1529.14,264.302,575.645,1434.71,386.035,465.783,1394.24,,,,299.829,213.078,1402.91,370.23,206.722,1405.58,334.456,146.04,1432.55,-177.116,562.538,1523.95,-301.27,486.655,1312.38,-341.335,422.835,1250.55,,,,-280.389,179.7,1273.43,-290.533,175.144,1203.83,-296.587,112.48,1236.51,113.509,455.836,1023.88,-127.308,456.004,1034.35,73.8862,641.247,1052.82,-99.6184,645.898,1056.11,139.639,526.518,603.576,129.564,595.883,496.7,131.653,579.125,327.036,109.967,599.28,105.632,60.769,648.749,73.853,105.002,462.929,67.7391,-200.5,545.941,740.94,-183.452,579.495,528.523,-204.973,575.302,388.356,-188.78,584.517,113.975,-143.143,630.841,78.4249,-180.742,448.845,72.3647,-206.103,104.827,1297.31,-247.766,17.0458,1242.66,274.353,96.6546,1371.53,325.368,43.9322,1419.17
1895,0,22.7426,440.805,1787.53,-84.3179,461.893,1770.48,51.335,612.057,1749.11,-34.7373,640.818,1736.68,-6.95978,494.01,1483.76,-14.9168,473.043,1312.5,-17.5398,621.9,1548.43,-15.2656,673.944,1301.74,-97.4569,681.853,1370.88,133.209,600.139,1529.15,264.306,575.647,1434.71,386.073,465.837,1394.25,,,,299.926,213.126,1402.95,370.336,206.765,1405.63,334.567,146.081,1432.58,-177.119,562.52,1523.94,-301.234,486.623,1312.39,-341.306,422.773,1250.57,,,,-280.296,179.641,1273.42,-290.45,175.054,1203.87,-296.484,112.398,1236.55,113.513,455.836,1023.87,-127.341,456.009,1034.36,73.9115,641.239,1052.82,-99.6113,645.916,1056.11,139.614,526.549,603.586,129.605,595.886,496.661,131.728,579.209,327.189,109.972,599.299,105.643,60.774,648.766,73.8173,105.005,462.945,67.7333,-200.498,545.957,740.922,-183.453,579.531,528.529,-204.995,575.333,388.36,-188.849,584.522,114.016,-142.992,630.864,78.3422,-180.731,448.869,72.3484,-205.959,104.773,1297.33,-247.647,17.014,1242.7,274.451,96.6025,1371.61,325.482,43.9835,1419.19
1896,0,22.718,440.776,1787.54,-84.3398,461.891,1770.46,51.3196,612.055,1749.12,-34.7437,640.774,1736.68,-6.95205,493.992,1483.76,-14.8617,472.983,1312.5,-17.5761,621.883,1548.43,-15.27,673.914,1301.75,-97.4655,681.86,1370.88,133.204,600.123,1529.14,264.316,575.665,1434.74,386.094,465.874,1394.28,,,,300.015,213.107,1402.96,370.399,206.802,1405.66,334.664,146.089,1432.64,-177.104,562.481,1523.92,-301.198,486.524,1312.37,-341.256,422.649,1250.55,,,,-280.201,179.555,1273.43,-290.346,175.008,1203.86,-296.384,112.28,1236.57,113.502,455.816,1023.85,-127.347,455.985,1034.33,73.9119,641.232,1052.83,-99.6194,645.921,1056.14,139.617,526.498,603.532,129.6,595.878,496.652,131.694,579.217,327.114,109.983,599.273,105.623,60.7777,648.755,73.8121,104.969,462.918,67.7188,-200.498,545.974,740.924,-183.461,579.501,528.506,-204.901,575.027,388.02,-188.808,584.484,113.96,-143.143,630.828,78.4126,-180.762,448.841,72.3525,-205.877,104.714,1297.36,-247.538,16.9113,1242.74,274.692,96.5396,1371.63,325.604,43.9837,1419.25
1897,0,22.7155,440.764,1787.55,-84.3392,461.883,1770.47,51.3062,612.071,1749.13,-34.7347,640.801,1736.69,-6.93668,493.984,1483.79,-14.8773,472.93,1312.54,-17.5486,621.873,1548.43,-15.2672,673.934,1301.76,-96.9692,680.635,1370.34,133.212,600.122,1529.16,264.335,575.676,1434.76,386.15,465.891,1394.33,,,,300.132,213.122,1403.02,370.441,206.832,1405.69,334.777,146.102,1432.71,-177.088,562.454,1523.92,-301.135,486.471,1312.37,-341.185,422.566,1250.54,,,,-280.097,179.5,1273.48,-290.193,174.92,1203.9,-296.259,112.198,1236.65,113.512,455.799,1023.88,-127.333,455.979,1034.34,73.9116,641.233,1052.85,-99.5776,645.917,1056.14,139.64,526.488,603.534,129.588,595.859,496.647,131.59,579.109,327.026,109.961,599.26,105.632,60.7805,648.772,73.8584,104.992,462.924,67.7232,-200.474,545.959,740.932,-183.448,579.521,528.523,-204.965,575.335,388.341,-188.782,584.496,113.946,-143.129,630.846,78.4305,-180.749,448.862,72.4017,-205.743,104.644,1297.43,-247.408,16.8279,1242.8,274.792,96.5581,1371.69,325.752,43.9699,1419.35
1898,0,22.6777,440.775,1787.53,-84.364,461.874,1770.46,51.3034,612.048,1749.14,-34.7569,640.809,1736.69,-6.92162,493.996,1483.78,-14.8525,472.928,1312.54,-17.5546,621.867,1548.42,-15.228,673.905,1301.76,-97.4064,681.668,1370.83,133.216,600.147,1529.17,264.362,575.724,1434.77,386.187,465.932,1394.37,,,,300.203,213.153,1403.06,370.5,206.913,1405.72,334.88,146.152,1432.75,-177.091,562.442,1523.93,-301.116,486.412,1312.36,-341.152,422.489,1250.54,,,,-280.005,179.433,1273.48,-290.13,174.855,1203.89,-296.198,112.101,1236.7,113.49,455.819,1023.88,-127.347,456.019,1034.33,73.9124,641.238,1052.85,-99.6037,645.906,1056.13,139.649,526.49,603.566,129.606,595.875,496.678,131.656,579.121,327.02,109.965,599.282,105.624,60.7715,648.753,73.8277,104.976,462.948,67.7207,-200.507,545.972,740.918,-183.469,579.526,528.525,-204.902,575.087,388.045,-188.806,584.505,113.959,-143.123,630.846,78.3881,-180.748,448.873,72.3595,-205.629,104.672,1297.52,-247.188,16.8393,1242.77,274.865,96.5592,1371.75,325.855,44.0057,1419.42
1899,0,22.704,440.771,1787.53,-84.3455,461.892,1770.45,51.2887,612.072,1749.13,-34.7463,640.762,1736.7,-6.90311,494.007,1483.77,-14.8299,472.91,1312.53,-17.5557,621.866,1548.41,-15.2169,673.899,1301.76,,,,133.231,600.145,1529.18,264.366,575.758,1434.78,386.233,465.966,1394.39,,,,300.268,213.143,1403.1,370.549,206.955,1405.76,334.96,146.184,1432.8,-177.082,562.423,1523.91,-301.062,486.293,1312.33,-341.066,422.401,1250.52,,,,-279.879,179.36,1273.48,-290.017,174.76,1203.94,-296.095,112.007,1236.77,113.502,455.806,1023.87,-127.344,455.975,1034.33,73.908,641.242,1052.85,-99.5841,645.901,1056.13,139.613,526.487,603.515,129.579,595.873,496.654,131.627,579.187,326.958,109.972,599.29,105.614,60.7694,648.788,73.8369,104.992,462.948,67.7241,-200.498,545.969,740.908,-183.464,579.534,528.52,-204.884,575.087,388.07,-188.799,584.484,113.953,-143.139,630.844,78.4158,-180.736,448.868,72.3644,-205.527,104.611,1297.56,-247.05,16.7482,1242.81,274.953,96.5438,1371.79,325.946,44.0052,1419.46
1900,0,22.7115,440.745,1787.56,-84.3475,461.859,1770.46,51.2825,612.066,1749.17,-34.748,640.774,1736.72,-6.86444,494.003,1483.82,-14.8012,472.845,1312.58,-17.541,621.868,1548.44,-15.225,673.902,1301.76,-97.3802,681.624,1370.82,133.235,600.152,1529.19,264.378,575.767,1434.82,386.243,465.974,1394.46,,,,300.348,213.163,1403.17,370.566,206.989,1405.81,335.034,146.194,1432.89,-177.075,562.399,1523.9,-301.023,486.222,1312.33,-341,422.315,1250.53,,,,-279.779,179.282,1273.55,-289.917,174.688,1204.01,-295.973,111.902,1236.85,113.501,455.788,1023.9,-127.321,455.973,1034.34,73.8955,641.249,1052.86,-99.5871,645.902,1056.14,139.61,526.523,603.577,129.566,595.884,496.661,131.678,579.213,327.16,109.962,599.277,105.636,60.7537,648.78,73.852,104.97,462.956,67.7526,-200.488,545.973,740.941,-183.456,579.52,528.538,-205.062,575.52,388.422,-188.785,584.493,113.978,-143.143,630.844,78.3914,-180.75,448.862,72.4012,-205.43,104.598,1297.61,-246.897,16.6801,1242.85,275.016,96.5703,1371.86,326.038,44.024,1419.57
1901,0,22.7047,440.762,1787.51,-84.333,461.848,1770.43,51.2924,612.057,1749.17,-34.7432,640.736,1736.7,-6.85648,494.025,1483.79,-14.8101,472.842,1312.56,-17.5334,621.849,1548.41,-15.2263,673.902,1301.76,-97.4596,681.749,1370.85,133.338,600.043,1529.21,264.399,575.764,1434.8,386.27,465.986,1394.48,,,,300.392,213.195,1403.21,370.657,207.013,1405.85,335.105,146.235,1432.92,-177.071,562.371,1523.88,-301.001,486.145,1312.3,-340.967,422.232,1250.51,,,,-279.687,179.2,1273.53,-289.835,174.626,1203.98,-295.917,111.818,1236.86,113.501,455.795,1023.85,-127.341,455.971,1034.32,73.9003,641.222,1052.83,-99.5974,645.889,1056.15,139.669,526.477,603.555,129.592,595.866,496.649,131.601,579.161,326.983,109.969,599.282,105.61,60.768,648.741,73.8202,104.963,462.953,67.715,-200.502,545.928,740.912,-183.465,579.502,528.522,-204.909,575.016,388.02,-188.827,584.501,114.004,-143.007,630.848,78.3343,-180.769,448.882,72.3425,-205.341,104.519,1297.59,-246.8,16.5947,1242.87,275.053,96.5705,1371.91,326.101,44.045,1419.61
1902,0,22.7816,440.738,1787.53,-84.3161,461.817,1770.44,51.2963,612.055,1749.18,-34.7389,640.757,1736.71,-6.82121,494.011,1483.81,-14.7561,472.808,1312.58,-17.5122,621.85,1548.4,-15.2111,673.914,1301.78,,,,133.28,600.161,1529.21,264.427,575.782,1434.82,386.298,466.016,1394.51,,,,300.452,213.205,1403.25,370.69,207.034,1405.89,335.18,146.246,1432.99,-177.052,562.359,1523.87,-300.942,486.094,1312.31,-340.884,422.167,1250.49,,,,-279.563,179.146,1273.55,-289.733,174.546,1204.01,-295.774,111.747,1236.9,113.544,455.786,1023.84,-127.316,455.948,1034.32,73.906,641.217,1052.83,-99.5945,645.861,1056.12,139.648,526.516,603.542,129.586,595.864,496.637,131.714,579.236,327.108,109.965,599.282,105.617,60.7669,648.766,73.8475,104.981,462.955,67.7339,-200.498,545.913,740.896,-183.445,579.508,528.518,-204.915,575.124,388.059,-188.778,584.493,113.945,-143.152,630.839,78.4147,-180.721,448.871,72.3573,-205.234,104.509,1297.63,-246.641,16.5089,1242.92,275.12,96.5711,1371.97,326.194,44.0815,1419.7
1903,0,22.8062,440.728,1787.54,-84.2752,461.773,1770.45,51.2915,612.021,1749.2,-34.7361,640.755,1736.74,-6.80386,494.009,1483.85,-14.7417,472.78,1312.65,-17.5373,621.862,1548.44,-15.202,673.857,1301.76,,,,133.257,600.172,1529.23,264.424,575.796,1434.87,386.31,466.035,1394.57,,,,300.496,213.224,1403.33,370.511,207.156,1405.8,335.218,146.255,1433.1,-177.052,562.332,1523.89,-300.898,486.051,1312.32,-340.821,422.098,1250.51,,,,-279.445,179.083,1273.61,-289.616,174.46,1204.06,-295.657,111.692,1236.96,113.541,455.781,1023.87,-127.293,455.928,1034.33,73.8869,641.22,1052.85,-99.5848,645.842,1056.14,139.66,526.493,603.542,129.579,595.886,496.657,131.675,579.24,327.111,109.947,599.296,105.648,60.7687,648.741,73.8249,104.976,462.927,67.7234,-200.501,545.901,740.929,-183.448,579.494,528.557,-204.898,575.039,388.038,-188.774,584.489,113.957,-143.139,630.847,78.4217,-180.734,448.858,72.3768,-205.105,104.466,1297.68,-246.497,16.4718,1242.97,275.12,96.5478,1372.04,326.23,44.1052,1419.81
1904,0,22.7962,440.71,1787.5,-84.2791,461.771,1770.43,51.2931,612.019,1749.22,-34.7434,640.707,1736.75,-6.81201,494.008,1483.82,-14.7529,472.763,1312.64,-17.5413,621.86,1548.42,-15.1923,673.809,1301.75,-96.9104,680.468,1370.28,133.268,600.175,1529.23,264.436,575.8,1434.88,386.337,466.053,1394.59,,,,300.533,213.245,1403.36,370.561,207.174,1405.85,335.264,146.27,1433.14,-177.044,562.322,1523.87,-300.884,485.983,1312.31,-340.791,422.027,1250.46,,,,-279.373,179.05,1273.6,-289.527,174.403,1204.04,-295.574,111.616,1236.95,113.54,455.767,1023.82,-127.304,455.907,1034.3,73.9106,641.191,1052.83,-99.5897,645.765,1056.1,139.641,526.53,603.55,129.592,595.872,496.644,131.644,579.141,327.035,109.969,599.262,105.595,60.7397,648.749,73.837,104.975,462.93,67.742,-200.509,545.875,740.876,-183.451,579.477,528.515,-204.878,575.069,388.048,-188.824,584.486,113.957,-143.145,630.814,78.3913,-180.735,448.837,72.3642,-204.985,104.418,1297.67,-246.373,16.4096,1242.98,275.153,96.5704,1372.07,326.281,44.1325,1419.9
1905,0,22.8496,440.71,1787.49,-84.2214,461.737,1770.44,51.3324,612.006,1749.22,-34.7293,640.699,1736.77,-6.78875,494.023,1483.83,-14.713,472.778,1312.63,-17.5147,621.865,1548.42,-15.211,673.844,1301.79,,,,133.272,600.189,1529.24,264.442,575.833,1434.92,386.362,466.057,1394.62,,,,300.565,213.253,1403.43,370.586,207.206,1405.92,335.308,146.288,1433.24,-177.042,562.298,1523.88,-300.838,485.934,1312.32,-340.723,421.965,1250.47,,,,-279.25,178.978,1273.61,-289.403,174.352,1204.05,-295.43,111.573,1236.97,113.548,455.767,1023.83,-127.277,455.886,1034.31,73.8976,641.2,1052.85,-99.6026,645.774,1056.13,139.641,526.58,603.545,129.589,595.886,496.644,131.616,579.167,326.99,109.98,599.29,105.615,60.7759,648.757,73.8167,104.974,462.945,67.7365,-200.496,545.826,740.896,-183.44,579.463,528.523,-205.024,575.519,388.431,-188.806,584.504,113.955,-142.986,630.849,78.2873,-180.731,448.862,72.3522,-204.866,104.413,1297.69,-246.206,16.361,1242.99,275.189,96.557,1372.12,326.288,44.143,1419.96
1906,0,22.9066,440.687,1787.53,-84.2019,461.702,1770.48,51.3276,612.005,1749.22,-34.74,640.697,1736.79,-6.75559,494.005,1483.9,-14.6657,472.712,1312.69,-17.5074,621.861,1548.41,-15.2076,673.796,1301.75,-97.4623,681.706,1370.84,133.279,600.21,1529.25,264.444,575.825,1434.94,386.379,466.091,1394.68,,,,300.616,213.294,1403.5,370.603,207.232,1406.01,335.347,146.305,1433.33,-177.022,562.286,1523.91,-300.791,485.883,1312.33,-340.647,421.928,1250.5,,,,-279.134,178.941,1273.66,-289.275,174.298,1204.04,-295.278,111.518,1237,113.608,455.765,1023.86,-127.269,455.848,1034.35,73.883,641.187,1052.86,-99.5985,645.772,1056.15,139.565,526.646,603.552,129.582,595.905,496.675,131.716,579.24,327.156,109.972,599.312,105.653,60.7561,648.772,73.8366,104.995,462.932,67.7365,-200.481,545.827,740.931,-183.442,579.461,528.559,-204.928,575.183,388.348,-188.784,584.502,113.994,-143.133,630.803,78.393,-180.72,448.829,72.3673,-204.756,104.39,1297.73,-246.069,16.3209,1243.08,275.234,96.5723,1372.22,326.31,44.1918,1420.05
1907,0,22.9457,440.698,1787.49,-84.1703,461.694,1770.43,51.34,611.991,1749.22,-34.7485,640.709,1736.81,-6.73872,494.008,1483.86,-14.6793,472.703,1312.63,-17.4653,621.833,1548.39,-15.1915,673.824,1301.74,-96.9699,680.446,1370.29,133.284,600.198,1529.22,264.46,575.853,1434.94,386.388,466.08,1394.68,,,,300.609,213.272,1403.53,370.635,207.218,1406.05,335.36,146.314,1433.39,-177.018,562.232,1523.9,-300.778,485.849,1312.28,-340.608,421.872,1250.47,,,,-279.057,178.875,1273.65,-289.186,174.256,1204.05,-295.137,111.477,1236.98,113.6,455.765,1023.81,-127.212,455.829,1034.29,73.9035,641.174,1052.85,-99.6065,645.749,1056.16,139.598,526.561,603.496,129.6,595.893,496.646,131.705,579.258,327.068,109.969,599.271,105.613,60.7563,648.747,73.8091,104.989,462.929,67.7167,-200.475,545.789,740.873,-183.439,579.411,528.509,-204.935,575.19,388.263,-188.817,584.467,113.982,-142.983,630.855,78.3029,-180.725,448.85,72.3583,-204.654,104.363,1297.72,-245.969,16.2787,1243.08,275.237,96.5437,1372.27,326.335,44.2007,1420.11
1908,0,22.9872,440.666,1787.47,-84.1279,461.655,1770.42,51.3533,611.997,1749.24,-34.7368,640.685,1736.81,-6.70604,494.013,1483.85,-14.6563,472.659,1312.66,-17.4898,621.836,1548.39,-15.215,673.791,1301.74,,,,133.288,600.215,1529.23,264.47,575.848,1434.94,386.399,466.08,1394.7,,,,300.619,213.282,1403.59,370.635,207.224,1406.11,335.377,146.321,1433.47,-177.009,562.211,1523.89,-300.719,485.778,1312.31,-340.563,421.798,1250.46,,,,-278.946,178.845,1273.63,-289.065,174.227,1204.02,-295.014,111.448,1236.96,113.627,455.763,1023.81,-127.219,455.788,1034.28,73.8933,641.176,1052.85,-99.6164,645.715,1056.14,139.66,526.582,603.492,129.614,595.894,496.649,131.561,579.172,326.934,109.947,599.288,105.604,60.7583,648.774,73.8412,104.976,462.945,67.7129,-200.474,545.731,740.881,-183.439,579.385,528.503,-204.942,575.228,388.296,-188.785,584.461,113.956,-143.006,630.838,78.3015,-180.741,448.842,72.3661,-204.528,104.287,1297.73,-245.818,16.2466,1243.08,275.266,96.5842,1372.35,326.321,44.1958,1420.2
1909,0,23.0301,440.673,1787.53,-84.0729,461.642,1770.46,51.3867,612.013,1749.21,-34.7119,640.713,1736.83,-6.66954,494.003,1483.92,-14.6105,472.612,1312.73,-17.4626,621.835,1548.4,-15.2054,673.807,1301.76,-96.9672,680.411,1370.3,133.304,600.254,1529.26,264.484,575.869,1434.95,386.43,466.101,1394.75,,,,300.647,213.34,1403.69,370.628,207.269,1406.21,335.399,146.342,1433.6,-176.962,562.203,1523.93,-300.69,485.758,1312.35,-340.502,421.779,1250.49,,,,-278.828,178.808,1273.69,-288.977,174.143,1204.06,-294.855,111.432,1236.98,113.666,455.749,1023.87,-127.196,455.782,1034.33,73.8954,641.192,1052.86,-99.5902,645.729,1056.17,139.661,526.6,603.526,129.598,595.913,496.677,131.686,579.252,327.14,109.981,599.321,105.658,60.7563,648.765,73.8252,105.001,462.925,67.7369,-200.45,545.767,740.93,-183.414,579.413,528.56,-204.913,575.166,388.329,-188.765,584.507,113.989,-143.146,630.843,78.4311,-180.737,448.845,72.3891,-204.401,104.288,1297.73,-245.68,16.2419,1243.12,275.322,96.5807,1372.41,326.33,44.2288,1420.32
